,DÁTUM,Halottak kora
69,2021-01-20 00:00:00,"[75, 50, 85, 85, 75, 80, 85, 95, 80, 75, 80, 80, 90, 75, 85, 90, 80, 75, 70, 85, 80, 65, 85, 70, 45, 85, 55, 85, 85, 75, 55, 45, 80, 55, 90, 85, 85, 75, 70, 70, 75, 90, 80, 80, 80, 90, 80, 95, 85, 70, 95, 95, 100, 65, 75, 80, 85, 95, 75, 80, 70, 75, 70, 60, 80, 85, 90, 60, 75, 70, 95, 70, 75, 80, 75, 70, 65, 85, 85, 85, 65, 70, 70, 90, 85, 95, 80, 90, 75, 85, 70, 90, 75, 75, 85]"
70,2021-01-19 00:00:00,"[85, 85, 80, 80, 70, 85, 90, 50, 75, 40, 65, 55, 90, 85, 75, 50, 75, 70, 80, 45, 80, 55, 100, 80, 100, 70, 85, 85, 90, 70, 85, 85, 65, 70, 85, 85, 85, 80, 75, 85, 55, 90, 65, 75, 85, 85, 90, 100, 90, 80, 90, 80, 95, 75, 80, 80, 75, 70, 80, 80, 85, 60, 90, 90, 65, 60, 90, 60, 80, 60, 90, 70, 65, 75, 85, 90, 90, 95, 80, 90, 80, 100, 65, 75, 75, 80, 90, 75, 95, 75, 80, 80, 75, 70, 90, 85, 80, 80, 80, 80, 85, 80, 70, 95, 95, 95, 95, 80, 60, 70, 65]"
71,2021-01-18 00:00:00,"[95, 65, 75, 80, 90, 75, 90, 90, 65, 80, 90, 85, 100, 75, 75, 85, 85, 45, 85, 75, 70, 95, 90, 85, 80, 90, 80, 85, 65, 70, 65, 70, 80, 70, 80, 65, 85, 90, 90, 90, 80, 80, 90, 60, 50, 85, 90, 70, 75, 60, 65, 85, 90, 65, 90, 85, 85, 95, 90, 60, 95, 95, 70, 80, 90, 80, 80, 70]"
72,2021-01-17 00:00:00,"[55, 85, 85, 75, 90, 70, 90, 60, 80, 85, 80, 75, 80, 60, 70, 70, 85, 85, 75, 70, 85, 85, 80, 100, 85, 70, 80, 75, 85, 90, 100, 90, 85, 75, 50, 80, 80, 85, 70, 90, 80, 90, 90, 90, 50, 80, 70, 80, 90, 65, 80, 80, 70, 80, 85, 75, 60, 65, 75, 80, 70, 75, 75, 85, 90, 65, 85, 90, 65, 90, 55, 85, 90, 95, 85, 70, 70]"
73,2021-01-16 00:00:00,"[80, 85, 85, 75, 75, 80, 80, 90, 90, 85, 85, 85, 55, 85, 70, 65, 75, 90, 90, 80, 95, 85, 70, 90, 90, 80, 80, 85, 90, 95, 85, 90, 85, 80, 90, 85, 75, 75, 85, 85, 95, 85, 35, 75, 95, 85, 80, 75, 65, 75, 80, 85, 65, 75, 95, 80, 75, 75, 70, 80, 75, 95, 85, 75, 70, 90, 80, 85, 60, 80, 90, 80, 85, 100, 50, 70, 85, 80, 80, 85, 75, 60, 90, 70, 70, 75, 90]"
74,2021-01-15 00:00:00,"[70, 85, 75, 90, 60, 90, 95, 75, 35, 80, 70, 85, 95, 70, 60, 80, 75, 90, 60, 85, 50, 90, 80, 90, 65, 85, 60, 90, 80, 80, 70, 65, 70, 95, 80, 65, 80, 80, 90, 75, 90, 80, 90, 90, 65, 80, 85, 90, 70, 70, 85, 90, 80, 75, 65, 80, 80, 80, 80, 70, 70, 95, 85, 80, 60, 80, 100, 70, 60, 80, 90, 80, 70, 70, 90, 80, 70, 50, 80, 75, 100, 55, 90, 85, 85, 65, 70, 75, 85, 90, 75, 70, 50, 70, 65, 70, 60, 65, 70, 85, 70, 90, 65, 85, 85, 75, 70, 95, 65, 80, 85]"
75,2021-01-14 00:00:00,"[55, 70, 70, 70, 65, 70, 45, 95, 80, 80, 95, 85, 70, 80, 95, 95, 70, 90, 90, 85, 75, 75, 60, 80, 90, 90, 70, 85, 70, 90, 65, 70, 85, 85, 90, 90, 85, 70, 85, 90, 95, 65, 65, 90, 65, 55, 80, 70, 85, 65, 70, 85, 100, 75, 80, 55, 65, 90, 70, 90, 55, 55, 65, 75, 80, 80, 100, 85, 80, 70, 70, 85, 75, 90, 80, 95, 85, 95, 90, 100, 80, 85, 75, 85, 75, 80, 75, 60, 80, 85, 85, 90, 65, 75, 90, 95, 75, 70, 80, 85, 90, 70, 85, 85, 70, 85, 70, 95, 85, 70, 85, 80, 70, 75, 95, 95, 85, 90]"
76,2021-01-13 00:00:00,"[80, 80, 80, 85, 90, 70, 80, 85, 90, 85, 35, 75, 75, 85, 90, 75, 60, 65, 55, 60, 80, 80, 50, 85, 90, 85, 90, 85, 70, 50, 80, 70, 70, 90, 75, 85, 80, 55, 75, 85, 80, 75, 55, 85, 85, 85, 75, 85, 90, 60, 75, 70, 80, 90, 75, 55, 60, 70, 85, 80, 85, 90, 60, 90, 90, 90, 75, 100, 80, 90, 45, 70, 80, 80, 50, 85, 75, 90, 80, 95, 75, 85, 70, 80, 75, 75, 95, 85, 95, 50, 90, 90, 50, 75, 75]"
77,2021-01-12 00:00:00,"[70, 90, 70, 95, 70, 85, 80, 95, 75, 70, 80, 80, 80, 100, 75, 55, 75, 70, 85, 90, 85, 80, 65, 80, 85, 85, 90, 90, 85, 70, 70, 70, 75, 90, 80, 80, 80, 75, 65, 70, 80, 55, 80, 90, 85, 90, 70, 85, 80, 80, 95, 85, 100, 75, 75, 95, 85, 85, 70, 85, 75, 95, 80, 55, 75, 80, 75, 75, 90, 90, 80, 85, 80, 95, 60, 90, 80, 75, 85, 80, 75, 75, 90, 80, 90, 80, 85, 85, 80, 85, 90, 85, 90, 80, 60, 90, 75, 75, 85, 90, 70, 80, 75, 55, 55, 90, 85, 75, 75, 90, 85, 70, 60, 75, 70, 75, 70, 60, 65, 90, 55, 85, 95, 85, 95, 65, 80, 95]"
78,2021-01-11 00:00:00,"[75, 85, 90, 55, 95, 40, 90, 85, 65, 80, 80, 90, 70, 55, 90, 80, 90, 85, 75, 95, 65, 75, 100, 65, 75, 85, 90, 90, 85, 90, 70, 80, 85, 90, 75, 90, 90, 70, 70, 85, 75, 85, 80, 85, 60, 75, 75, 70, 70, 60, 95, 90, 70, 80, 75, 90, 85, 70, 95, 65, 80, 80, 95, 75, 95, 70, 65, 85, 90, 90, 55, 85, 80, 95, 85, 85, 90]"
79,2021-01-10 00:00:00,"[65, 90, 85, 85, 90, 70, 65, 65, 95, 90, 70, 80, 70, 75, 60, 90, 70, 80, 45, 65, 90, 85, 55, 85, 80, 75, 70, 80, 75, 80, 75, 75, 80, 75, 90, 80, 95, 80, 85, 90, 70, 80, 85, 80, 80, 80, 90, 80, 65, 70, 95, 90, 70, 85, 65, 75, 75, 80, 80, 70, 90, 80, 45, 60, 90, 80, 80, 80, 70, 90, 90, 70, 65, 75, 90, 55, 100, 75, 85, 80, 45, 80, 55, 90, 65, 70, 75, 80, 75, 85, 85, 95, 90, 75]"
80,2021-01-09 00:00:00,"[70, 90, 80, 50, 95, 90, 95, 65, 80, 80, 70, 90, 50, 80, 90, 55, 60, 85, 75, 80, 60, 75, 95, 75, 80, 90, 60, 65, 80, 95, 80, 60, 80, 90, 85, 65, 90, 85, 55, 75, 70, 95, 90, 90, 80, 75, 80, 80, 50, 80, 80, 85, 95, 80, 100, 90, 90, 75, 60, 70, 70, 60, 75, 65, 75, 55, 55, 70, 75, 70, 75, 80, 70, 85, 100, 75, 65, 90, 75, 60, 70, 80, 70, 95, 85, 85, 100, 75, 90, 90, 75, 60, 90, 85, 60, 85, 80, 60, 60, 90, 100, 95, 90, 85, 75, 95, 85, 100, 100, 65, 55, 65, 60, 75]"
81,2021-01-08 00:00:00,"[90, 75, 90, 80, 90, 90, 65, 85, 95, 80, 90, 85, 95, 70, 80, 75, 70, 85, 70, 95, 90, 85, 80, 75, 80, 80, 90, 80, 85, 70, 90, 85, 80, 90, 70, 80, 90, 90, 65, 80, 85, 90, 75, 80, 80, 90, 75, 85, 50, 80, 85, 75, 40, 90, 85, 85, 90, 70, 95, 85, 85, 70, 90, 85, 80, 95, 70, 80, 85, 65, 100, 90, 50, 65, 85, 85, 90, 60, 85, 75, 65, 90, 70, 90, 75, 80, 85, 85, 85, 95, 80, 85, 85, 80, 85, 85, 60, 75, 80, 70, 60, 70, 85, 60, 80, 70, 65, 90, 75, 75, 100, 75, 75, 75, 70]"
82,2021-01-07 00:00:00,"[70, 80, 75, 95, 80, 85, 85, 90, 65, 65, 75, 90, 90, 90, 90, 85, 60, 80, 80, 75, 90, 95, 90, 90, 80, 85, 80, 85, 65, 85, 65, 90, 90, 90, 70, 95, 85, 55, 95, 80, 90, 75, 80, 80, 75, 75, 70, 65, 95, 80, 85, 75, 60, 65, 30, 90, 85, 95, 95, 80, 75, 95, 75, 85, 95, 80, 80, 85, 75, 75, 70, 90, 80, 70, 95, 85, 60, 80, 85, 75, 70, 70, 95, 75, 85, 70, 95, 75, 65, 75, 40, 80, 90, 80, 60, 60, 85, 85, 90, 85, 85, 70, 65, 90, 90, 85, 85, 70, 90, 85, 60, 75, 85, 100, 85, 85, 35, 85, 90, 85, 45, 55, 85, 80, 75, 85, 85]"
83,2021-01-06 00:00:00,"[85, 80, 65, 90, 80, 85, 95, 70, 80, 80, 80, 85, 90, 80, 90, 70, 80, 75, 75, 75, 90, 80, 90, 80, 70, 90, 80, 85, 85, 85, 80, 75, 90, 75, 80, 75, 90, 75, 80, 90, 80, 90, 60, 85, 80, 90, 75, 70, 90, 90, 90, 85, 75, 95, 90, 80, 85, 80, 75, 85, 55, 80, 85, 80, 105, 60, 85, 90, 90, 85, 70, 80, 60, 95, 80, 80, 65, 90, 80, 55, 40, 55, 55, 70, 90, 70, 65, 70, 85, 90, 85, 65, 85, 85, 70, 95, 60, 70, 85, 75, 85, 65, 80, 95, 100, 80, 60, 90, 85, 90, 90, 80, 85, 45, 95, 75, 100, 70]"
84,2021-01-05 00:00:00,"[85, 80, 70, 95, 85, 75, 80, 70, 70, 90, 85, 85, 80, 85, 100, 80, 75, 75, 85, 95, 80, 85, 80, 65, 65, 55, 65, 70, 90, 80, 85, 85, 90, 25, 75, 70, 80, 85, 90, 75, 65, 75, 95, 85, 70, 95, 70, 75, 70, 80, 70, 85, 60, 70, 65, 90, 75, 85, 70, 85, 75, 85, 80, 85, 90, 85, 90, 70, 85, 60, 85, 105, 90, 75, 80, 85, 75, 70, 70, 90, 90, 90, 75, 85, 55, 75, 30, 85, 65, 60, 85, 65, 90, 65, 85, 90, 90, 80, 90, 85, 95, 75, 90]"
85,2021-01-04 00:00:00,"[70, 85, 80, 70, 45, 75, 85, 90, 95, 95, 95, 70, 100, 70, 70, 70, 70, 75, 85, 85, 80, 80, 80, 80, 70, 75, 75, 80, 80, 70, 85, 85, 85, 70, 85, 85, 85, 80, 80, 75, 90, 90, 70, 85, 85, 80, 75, 90, 60, 85, 95, 100, 75, 70, 60, 90, 90, 75, 60, 50, 75, 95, 70, 80, 75, 105, 75, 90, 65, 90, 85, 65, 95, 85, 85, 85, 95, 75, 85, 60, 95, 85, 65, 95, 35, 85, 85, 75, 55, 95, 85, 80, 85]"
86,2021-01-03 00:00:00,"[70, 90, 75, 85, 80, 85, 90, 75, 75, 65, 75, 80, 90, 85, 65, 60, 90, 90, 90, 70, 70, 60, 75, 65, 85, 85, 95, 65, 70, 65, 75, 95, 90, 80, 80, 85, 80, 70, 90, 75, 95, 90, 75, 75, 90, 95, 90, 75, 90, 75, 75, 75, 50, 90, 85, 85, 65, 70, 80, 70, 55, 50, 90, 75, 65, 80, 90, 50, 85, 95, 80, 90, 70, 80, 85, 90, 80, 85, 95, 80, 60, 70, 85, 85, 90, 60, 90, 85, 75, 85, 60, 80, 75, 70, 80, 75, 80, 90, 85, 90, 45, 90, 75]"
87,2021-01-02 00:00:00,"[80, 80, 70, 95, 85, 70, 95, 70, 90, 60, 85, 80, 75, 70, 85, 80, 90, 55, 70, 90, 75, 70, 90, 75, 90, 85, 75, 100, 85, 65, 70, 95, 80, 70, 60, 75, 80, 95, 60, 80, 95, 45, 80, 75, 85, 70, 85, 60, 90, 85, 70, 75, 95, 55, 90, 85, 80, 70, 75, 35, 95, 90, 75, 80, 90, 70, 90, 90, 80, 100, 70, 60, 85, 85, 70, 85, 95, 65, 80, 80, 90, 80, 85, 80, 95, 100, 85, 80, 90, 100, 85, 80, 85, 60, 70, 85, 85, 60, 80, 80, 80, 85, 75, 60, 65, 85, 70, 50, 85, 90, 80, 65, 70, 65]"
88,2021-01-01 00:00:00,"[100, 80, 75, 70, 70, 75, 65, 95, 90, 75, 80, 75, 70, 65, 85, 80, 70, 70, 95, 90, 80, 90, 95, 70, 90, 80, 55, 90, 65, 75, 85, 90, 85, 80, 50, 75, 70, 85, 80, 90, 85, 80, 50, 80, 90, 70, 80, 95, 80, 85, 85, 75, 70, 60, 80, 85, 85, 90, 50, 80, 95, 85, 80, 95, 50, 30, 85, 95, 70, 100, 85, 85, 85, 100, 75, 90, 95, 95, 70, 75, 80, 95, 90, 85, 90, 85, 70, 85, 85, 75, 80, 70, 90, 65, 75, 90, 65, 90, 85, 75, 85, 80, 65, 85, 85, 75, 50, 70, 60, 75, 80, 75, 85, 80, 90, 80, 55, 60, 65, 90, 80, 55, 60, 75, 90, 65, 70, 65, 85, 85]"
89,2020-12-31 00:00:00,"[80, 55, 85, 90, 80, 70, 65, 70, 80, 100, 85, 80, 80, 95, 85, 80, 75, 75, 75, 70, 65, 80, 60, 75, 75, 85, 95, 55, 65, 95, 85, 85, 55, 85, 90, 50, 75, 85, 85, 60, 80, 90, 85, 80, 90, 70, 90, 90, 75, 50, 75, 85, 70, 85, 75, 100, 75, 70, 75, 50, 60, 75, 95, 90, 100, 75, 80, 90, 70, 100, 85, 80, 75, 60, 85, 95, 95, 60, 70, 80, 70, 75, 85, 90, 40, 75, 90, 90, 85, 90, 75, 85, 75, 75, 70, 65, 50, 70, 65, 95, 80, 90, 80, 80, 80, 85, 60, 75]"
90,2020-12-30 00:00:00,"[85, 80, 90, 90, 85, 85, 75, 90, 60, 90, 65, 95, 75, 70, 80, 90, 75, 90, 80, 65, 85, 85, 90, 65, 90, 100, 90, 80, 75, 85, 95, 85, 80, 85, 75, 85, 80, 80, 90, 80, 90, 75, 60, 85, 75, 80, 75, 80, 90, 70, 80, 80, 85, 85, 85, 80, 70, 75, 70, 80, 70, 85, 90, 90, 80, 80, 90, 90, 85, 85, 95, 85, 70, 90, 85, 95, 85, 80, 95, 80, 75, 90, 65, 85, 85, 85, 85, 70, 90, 65, 95, 60, 65, 85, 85, 80, 70, 60, 65, 85, 70, 90, 80, 90, 85, 80, 80, 95, 85, 80, 60, 75, 75, 75, 75, 90, 65, 90, 90, 75, 65, 85, 70, 90, 80, 70, 100, 85, 75, 85, 70, 70, 60, 85, 90, 65, 100]"
91,2020-12-29 00:00:00,"[80, 85, 75, 85, 75, 95, 85, 90, 95, 80, 65, 60, 75, 75, 65, 75, 60, 60, 90, 75, 80, 65, 80, 70, 70, 65, 85, 85, 85, 85, 65, 65, 70, 90, 80, 95, 90, 80, 85, 90, 90, 80, 75, 85, 95, 95, 90, 45, 70, 95, 85, 95, 85, 60, 100, 95, 85, 80, 75, 95, 55, 95, 90, 85, 85, 70, 75, 95, 80, 90, 80, 75, 75, 70, 75, 65, 45, 90, 85, 85, 50, 90, 65, 75, 65, 90, 90, 90, 85, 75, 90, 75, 75, 65, 80, 80, 75, 75, 30, 80, 90, 75, 75, 90, 90, 80, 85, 60, 65, 90, 80, 90, 70, 70, 90, 75, 65, 60, 80, 85, 90, 90, 70, 75, 45, 95, 80, 70, 95, 95, 65]"
92,2020-12-28 00:00:00,"[90, 85, 90, 85, 90, 80, 85, 95, 85, 95, 80, 85, 75, 85, 95, 85, 65, 100, 55, 90, 70, 80, 90, 70, 90, 55, 65, 65, 75, 60, 75, 85, 75, 80, 85, 85, 80, 95, 70, 80, 80, 85, 60, 85, 90, 80, 95, 50, 75, 75, 85, 80, 80, 95, 95, 80, 65, 80, 85, 75, 65, 90, 70, 65, 85, 80, 75, 55, 90, 85, 55, 90, 60, 65, 85, 75, 70, 75, 90, 45, 65, 65, 60, 85, 75, 70, 85, 80, 75, 70, 80, 70, 85, 35, 65, 80, 65, 70, 85, 65, 85, 80, 60, 90, 55, 75, 75, 80, 90, 75, 80, 95, 65, 90]"
93,2020-12-27 00:00:00,"[80, 65, 55, 85, 80, 65, 85, 90, 60, 85, 90, 90, 85, 75, 90, 75, 90, 80, 105, 65, 75, 70, 70, 60, 95, 70, 70, 75, 85, 85, 70, 70, 85, 80, 80, 95, 70, 70, 85, 90, 95, 50, 85, 75, 80, 75, 85, 95, 80, 75, 50, 80, 80, 95, 95, 70, 80, 90, 80, 70, 55, 90, 85, 85, 90, 75, 100, 85, 85, 80, 80, 75, 85, 80, 80, 80, 55, 70, 95, 90, 80, 85, 85, 65, 70, 65, 70, 85, 55, 70, 60, 90, 95, 90, 70, 90]"
94,2020-12-26 00:00:00,"[75, 90, 95, 90, 80, 90, 80, 90, 90, 80, 95, 85, 85, 80, 70, 70, 90, 90, 90, 100, 60, 85, 90, 85, 70, 80, 60, 80, 80, 80, 60, 85, 70, 100, 90, 70, 80, 80, 90, 70, 80, 60, 75, 60, 85, 75, 80, 80, 70, 85, 70, 95, 70, 85, 75, 85, 80, 95, 55, 90, 90, 85, 85, 75, 70, 60, 70, 85, 90, 85, 75, 85, 95, 80, 65, 85, 85, 70, 80, 70, 55, 90, 90, 85, 90, 55, 65, 80, 90, 90, 80, 65, 85, 95, 85, 90, 90, 70, 70, 80, 80, 95, 90, 85, 80, 75, 70, 65, 60, 70, 70, 100, 60, 70, 95, 90, 90, 90]"
95,2020-12-25 00:00:00,"[80, 85, 65, 70, 70, 75, 65, 90, 80, 85, 65, 80, 80, 85, 70, 85, 70, 70, 95, 85, 90, 95, 85, 65, 75, 95, 75, 95, 90, 95, 75, 85, 85, 95, 70, 75, 85, 65, 75, 90, 95, 85, 95, 80, 95, 70, 70, 85, 90, 75, 80, 50, 30, 90, 75, 75, 90, 100, 90, 80, 80, 90, 90, 70, 90, 85, 75, 90, 75, 65, 85, 85, 75, 90, 80, 85, 70, 65, 70, 90, 80, 90, 70, 55, 75, 55, 55, 90, 75, 70, 80, 70, 50, 50, 75, 75, 55, 90, 60, 70, 70, 75, 90, 100]"
96,2020-12-24 00:00:00,"[85, 65, 95, 85, 80, 90, 90, 90, 70, 75, 55, 90, 70, 55, 80, 55, 90, 90, 85, 50, 90, 85, 90, 90, 85, 85, 85, 75, 45, 85, 80, 90, 70, 85, 80, 85, 80, 95, 65, 80, 80, 95, 60, 85, 55, 85, 55, 80, 100, 65, 60, 60, 65, 70, 90, 80, 75, 90, 75, 70, 75, 75, 85, 80, 95, 85, 70, 85, 80, 70, 75, 90, 80, 75, 85, 70, 85, 60, 70, 90, 70, 75, 90, 90, 80, 80, 90, 55, 65, 60, 90, 90, 60, 75, 70, 95, 80, 85, 55, 55, 90, 60, 90, 95, 75, 75, 90, 65, 85, 75, 90, 80, 80]"
97,2020-12-23 00:00:00,"[85, 80, 70, 80, 75, 85, 60, 85, 75, 85, 75, 95, 95, 70, 80, 70, 70, 80, 80, 80, 85, 105, 85, 70, 75, 80, 100, 90, 80, 95, 90, 100, 65, 70, 85, 90, 70, 70, 90, 80, 80, 75, 95, 60, 75, 90, 85, 80, 95, 65, 75, 85, 60, 65, 65, 95, 75, 85, 70, 65, 55, 90, 70, 70, 55, 85, 85, 65, 75, 75, 85, 80, 80, 70, 80, 60, 90, 80, 50, 85, 60, 60, 75, 65, 70, 85, 70, 70, 80, 75, 75, 85, 75, 90, 70, 85, 70, 85, 85, 65, 75, 75, 85, 70, 70, 65, 60, 80, 80, 60, 90, 65, 70, 55, 90, 70, 90, 80, 80, 85, 55, 70, 65, 95, 30, 75, 60, 85, 80, 80, 85, 90, 65, 65, 70, 65, 65, 70, 80, 75, 85, 65, 90, 70, 75, 90, 95, 85, 85, 85, 95, 65, 75, 80]"
98,2020-12-22 00:00:00,"[95, 65, 65, 90, 85, 70, 85, 65, 90, 85, 65, 95, 80, 95, 95, 70, 90, 55, 60, 75, 85, 75, 90, 75, 75, 80, 70, 85, 65, 70, 80, 100, 70, 90, 75, 80, 95, 75, 95, 70, 90, 70, 75, 70, 70, 75, 85, 75, 85, 95, 80, 80, 90, 95, 85, 90, 90, 90, 85, 80, 90, 75, 75, 75, 60, 80, 70, 95, 80, 70, 80, 75, 70, 95, 65, 80, 95, 75, 90, 85, 75, 70, 75, 85, 80, 75, 80, 100, 80, 55, 80, 85, 70, 90, 80, 90, 60, 90, 65, 95, 80, 90, 55, 80, 85, 90, 80, 85, 65, 80, 90, 85, 85, 90, 80, 75, 65, 65, 85, 80, 90, 90, 75, 70, 90, 80, 80, 75, 100, 95, 55, 65, 85, 90, 85, 80, 80, 75, 75, 85, 80, 65, 85, 80, 75, 75, 85, 70, 90, 75, 65, 60, 70, 90, 75, 100, 85, 90, 75, 65, 65, 80, 85, 70, 85, 80, 90, 80, 85, 90, 85, 85, 90, 90, 75, 80, 90, 85, 95, 60]"
99,2020-12-21 00:00:00,"[85, 85, 85, 75, 85, 95, 90, 40, 70, 80, 70, 85, 85, 85, 100, 90, 80, 70, 85, 80, 65, 105, 95, 90, 80, 95, 90, 80, 65, 80, 90, 85, 95, 90, 90, 85, 95, 70, 75, 85, 65, 85, 65, 70, 90, 65, 70, 85, 65, 95, 85, 85, 95, 85, 80, 95, 85, 90, 85, 70, 75, 85, 50, 85, 80, 70, 90, 75, 90, 95, 85, 75, 85, 80, 90, 85, 90, 80, 85, 80, 75, 80, 55, 75, 90, 75, 85, 70, 70, 75, 100, 75, 65, 90, 65, 65, 75, 80, 75, 95, 90, 65, 90, 80, 95, 25, 80, 90, 70, 90, 85, 75, 80, 90, 90, 70, 85, 75, 90, 80, 70, 80, 75, 90, 75, 90, 80, 85, 80, 70, 95, 85, 80, 95, 75, 80, 90, 80, 75, 75, 60, 75, 90, 80, 80, 80, 80, 70, 80, 65, 100, 80, 105, 60, 70, 80, 80, 55, 85, 75, 65, 60, 70, 85, 30, 80, 80, 65, 90, 80, 85, 75, 90, 70, 70, 75, 85, 75, 75, 75, 85, 90, 85]"
100,2020-12-20 00:00:00,"[65, 85, 100, 85, 65, 70, 90, 85, 90, 30, 65, 65, 80, 65, 85, 60, 80, 70, 90, 50, 70, 85, 85, 60, 40, 85, 95, 60, 85, 65, 80, 85, 90, 75, 80, 75, 80, 70, 60, 65, 80, 90, 85, 75, 60, 85, 90, 75, 95, 75, 80, 80, 75, 90, 75, 85, 85, 95, 75, 75, 75, 80, 75, 75, 95, 90, 85, 80, 90, 65, 90, 90, 70, 90, 75, 85, 95, 70, 80, 90, 95, 90, 85, 90, 65, 105, 80, 80, 50, 80, 70, 75, 95, 90, 85, 85, 50, 100, 90, 80, 85, 80, 95, 80, 70, 80, 80, 75, 70, 85, 70, 75, 75, 95, 70, 90, 50, 95, 85, 90, 100, 90, 65, 85, 95, 75, 80, 70, 70, 70, 65, 85, 65, 70, 70, 85, 85, 90, 80, 65, 80, 90, 70, 75, 85, 90, 75, 60, 60, 85, 85, 90, 70, 100, 55, 90, 80, 65, 90, 80, 75, 80, 65, 90, 90, 90, 70, 70, 60, 65, 55, 75, 85, 80, 85, 65, 60, 90, 70, 90, 70, 95, 65, 65, 90]"
101,2020-12-19 00:00:00,"[75, 90, 80, 80, 70, 90, 85, 70, 100, 65, 95, 75, 65, 75, 90, 90, 75, 45, 70, 60, 90, 60, 70, 75, 85, 85, 85, 95, 65, 80, 70, 70, 80, 75, 75, 100, 75, 80, 95, 60, 85, 50, 70, 85, 75, 95, 65, 70, 80, 85, 80, 75, 85, 80, 95, 80, 85, 75, 75, 70, 55, 85, 85, 80, 95, 85, 95, 60, 95, 85, 75, 80, 70, 85, 85, 75, 85, 75, 75, 80, 85, 85, 75, 80, 75, 85, 70, 75, 90, 95, 95, 80, 90, 90, 95, 70, 90, 65, 75, 50, 70, 90, 90, 95, 95, 80, 60, 95, 70, 75, 70, 95, 95, 90, 85, 90, 100, 90, 90, 60, 85, 90, 85, 75, 60, 75, 80, 100, 85, 95, 95, 85, 80, 70, 75, 65, 85, 75, 65, 90, 80, 80, 65, 75, 80, 85, 85, 85, 90, 70, 90, 80, 70, 60, 70, 100, 70, 75, 65, 70, 80, 50, 70, 55, 65, 75, 75, 80, 75, 60, 75, 75, 85, 85, 85, 65, 75, 55, 100, 90, 80, 70, 85, 95, 85, 95, 80, 80, 70]"
102,2020-12-18 00:00:00,"[75, 95, 75, 75, 90, 90, 80, 50, 70, 65, 75, 90, 80, 80, 85, 75, 75, 100, 85, 80, 75, 85, 80, 90, 90, 85, 75, 95, 85, 80, 50, 85, 85, 70, 85, 80, 75, 90, 90, 60, 80, 85, 90, 90, 85, 55, 80, 65, 60, 55, 90, 85, 90, 90, 80, 85, 60, 65, 70, 90, 70, 70, 55, 70, 65, 65, 100, 85, 85, 95, 95, 85, 65, 85, 75, 70, 60, 85, 85, 80, 80, 80, 90, 90, 65, 85, 80, 65, 75, 65, 75, 85, 75, 85, 70, 90, 95, 80, 90, 70, 90, 95, 90, 90, 70, 70, 65, 65, 85, 80, 85, 85, 95, 75, 70, 75, 90, 75, 95, 65, 90, 65, 90, 80, 70, 95, 20, 80, 35, 75, 85, 60, 70, 70, 90, 80, 50, 85, 75, 65, 90, 55, 70, 85, 80, 60, 75, 50, 75, 85, 70, 70, 90, 75, 75, 80, 75, 70, 90, 70, 70, 95, 85, 80, 75, 80, 80, 85, 75, 80, 35, 90, 80, 90, 95, 75, 90, 65, 65, 70, 80, 80, 65, 75, 75, 90, 65]"
103,2020-12-17 00:00:00,"[75, 80, 60, 75, 95, 100, 90, 85, 60, 75, 75, 80, 55, 90, 90, 90, 70, 65, 95, 90, 75, 90, 70, 85, 90, 90, 70, 90, 80, 65, 90, 70, 80, 50, 55, 85, 80, 75, 80, 90, 75, 80, 90, 70, 70, 75, 60, 75, 80, 90, 95, 80, 90, 85, 95, 80, 100, 75, 70, 80, 85, 85, 90, 55, 80, 70, 65, 60, 85, 85, 70, 75, 75, 40, 95, 75, 70, 95, 70, 80, 55, 65, 65, 90, 95, 85, 95, 65, 60, 70, 80, 65, 90, 85, 90, 75, 95, 85, 70, 80, 80, 90, 60, 85, 95, 90, 75, 80, 60, 90, 85, 70, 70, 95, 95, 75, 70, 65, 95, 80, 80, 65, 65, 80, 70, 90, 80, 90, 80, 35, 75, 70, 90, 75, 95, 95, 70, 70, 75, 80, 90, 75, 70, 90, 80, 70, 70, 80, 90, 75, 75, 90, 90, 75, 85, 90, 65]"
104,2020-12-16 00:00:00,"[70, 80, 70, 60, 85, 85, 85, 80, 60, 90, 85, 70, 80, 85, 85, 75, 90, 95, 80, 100, 85, 75, 80, 85, 70, 85, 90, 70, 80, 60, 85, 80, 90, 75, 85, 75, 85, 95, 75, 75, 70, 80, 85, 70, 45, 80, 85, 95, 85, 30, 90, 80, 80, 90, 80, 90, 70, 90, 85, 85, 90, 65, 80, 80, 70, 70, 85, 75, 90, 80, 85, 85, 90, 90, 85, 85, 95, 85, 65, 90, 85, 95, 75, 90, 55, 50, 85, 100, 90, 80, 65, 85, 80, 70, 75, 75, 65, 75, 85, 90, 85, 65, 85, 90, 70, 85, 90, 90, 90, 60, 70, 90, 65, 65, 80, 70, 90, 85, 80, 90, 85, 75, 90, 75, 65, 85, 85, 100, 90, 80, 90, 85, 75, 80, 95, 75, 75, 75, 70, 85, 85, 80, 90, 80]"
