,DÁTUM,5,25,45,65,85,105
216,2020-08-13 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
217,2020-08-10 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.230050124542575e-06,0.0
218,2020-08-07 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,0.0
219,2020-08-06 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
220,2020-08-05 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
221,2020-08-04 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
222,2020-08-01 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,0.0,0.0
223,2020-07-18 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
224,2020-07-11 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,0.0
225,2020-07-10 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,0.0
226,2020-07-09 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,0.0
227,2020-07-04 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,0.0,0.0
228,2020-07-03 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
229,2020-07-02 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
230,2020-07-01 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
231,2020-06-29 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,2.2316613230776096e-05
232,2020-06-28 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,6.150250622712875e-07,7.4388710769253654e-06
233,2020-06-26 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
234,2020-06-25 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,0.0,0.0
235,2020-06-24 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.230050124542575e-06,0.0
236,2020-06-23 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
237,2020-06-22 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
238,2020-06-20 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
239,2020-06-18 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
240,2020-06-17 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
241,2020-06-16 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
242,2020-06-15 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
243,2020-06-14 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,7.4388710769253654e-06
244,2020-06-13 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,1.8450751868138626e-06,0.0
245,2020-06-12 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,0.0
246,2020-06-11 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
247,2020-06-10 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,0.0,0.0
248,2020-06-09 00:00:00,0.0,0.0,0.0,0.0,0.0,1.4877742153850731e-05
249,2020-06-08 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
250,2020-06-07 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
251,2020-06-06 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,6.150250622712875e-07,7.4388710769253654e-06
252,2020-06-05 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,0.0
253,2020-06-04 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,6.150250622712875e-07,1.4877742153850731e-05
254,2020-06-03 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,6.150250622712875e-07,0.0
255,2020-06-02 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,2.2316613230776096e-05
256,2020-06-01 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
257,2020-05-31 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
258,2020-05-30 00:00:00,0.0,0.0,0.0,0.0,3.075125311356438e-06,1.4877742153850731e-05
259,2020-05-29 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,1.8450751868138626e-06,2.9755484307701462e-05
260,2020-05-28 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,6.150250622712875e-07,1.4877742153850731e-05
261,2020-05-27 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.230050124542575e-06,2.2316613230776096e-05
262,2020-05-26 00:00:00,0.0,0.0,0.0,0.0,2.46010024908515e-06,2.9755484307701462e-05
263,2020-05-25 00:00:00,0.0,0.0,0.0,0.0,3.075125311356438e-06,0.0
264,2020-05-24 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,6.150250622712875e-07,1.4877742153850731e-05
265,2020-05-23 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.8450751868138626e-06,1.4877742153850731e-05
266,2020-05-22 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,0.0
267,2020-05-21 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,0.0
268,2020-05-20 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,6.150250622712875e-07,0.0
269,2020-05-19 00:00:00,0.0,0.0,0.0,0.0,2.46010024908515e-06,7.4388710769253654e-06
270,2020-05-18 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,4.305175435899013e-06,2.2316613230776096e-05
271,2020-05-17 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,7.4388710769253654e-06
272,2020-05-16 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,2.2316613230776096e-05
273,2020-05-15 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,1.230050124542575e-06,1.4877742153850731e-05
274,2020-05-14 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.8450751868138626e-06,1.4877742153850731e-05
275,2020-05-13 00:00:00,0.0,0.0,0.0,0.0,1.230050124542575e-06,2.2316613230776096e-05
276,2020-05-12 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,7.4388710769253654e-06
277,2020-05-11 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,3.075125311356438e-06,1.4877742153850731e-05
278,2020-05-10 00:00:00,0.0,0.0,0.0,0.0,3.6901503736277252e-06,1.4877742153850731e-05
279,2020-05-09 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,4.9202004981703e-06,2.9755484307701462e-05
280,2020-05-08 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.8450751868138626e-06,3.719435538462683e-05
281,2020-05-07 00:00:00,0.0,0.0,0.0,0.0,4.305175435899013e-06,2.2316613230776096e-05
282,2020-05-06 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,3.6901503736277252e-06,1.4877742153850731e-05
283,2020-05-05 00:00:00,0.0,0.0,0.0,0.0,3.6901503736277252e-06,4.463322646155219e-05
284,2020-05-04 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,2.46010024908515e-06,3.719435538462683e-05
285,2020-05-03 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,2.46010024908515e-06,0.0
286,2020-05-02 00:00:00,0.0,0.0,3.581947985100529e-07,3.8260421086542396e-07,4.9202004981703e-06,1.4877742153850731e-05
287,2020-05-01 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,5.535225560441588e-06,7.4388710769253654e-06
288,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,5.535225560441588e-06,2.2316613230776096e-05
289,2020-04-29 00:00:00,0.0,0.0,3.581947985100529e-07,7.652084217308479e-07,3.075125311356438e-06,7.4388710769253654e-06
290,2020-04-28 00:00:00,0.0,0.0,0.0,1.1478126325962717e-06,3.6901503736277252e-06,1.4877742153850731e-05
291,2020-04-27 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.8450751868138626e-06,2.9755484307701462e-05
292,2020-04-26 00:00:00,0.0,0.0,3.581947985100529e-07,3.8260421086542396e-07,2.46010024908515e-06,2.9755484307701462e-05
293,2020-04-25 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,4.305175435899013e-06,2.9755484307701462e-05
294,2020-04-24 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,1.230050124542575e-06,5.207209753847756e-05
295,2020-04-23 00:00:00,0.0,0.0,0.0,0.0,4.305175435899013e-06,5.207209753847756e-05
296,2020-04-22 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,3.075125311356438e-06,4.463322646155219e-05
297,2020-04-21 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,6.150250622712876e-06,1.4877742153850731e-05
298,2020-04-20 00:00:00,0.0,0.0,0.0,0.0,3.6901503736277252e-06,2.9755484307701462e-05
299,2020-04-19 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,7.3803007472554505e-06,2.9755484307701462e-05
300,2020-04-18 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,5.535225560441588e-06,4.463322646155219e-05
301,2020-04-17 00:00:00,0.0,0.0,0.0,0.0,6.765275684984163e-06,2.2316613230776096e-05
302,2020-04-16 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,3.6901503736277252e-06,7.4388710769253654e-06
303,2020-04-15 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,5.535225560441588e-06,1.4877742153850731e-05
304,2020-04-14 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,3.6901503736277252e-06,4.463322646155219e-05
305,2020-04-13 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,3.6901503736277252e-06,2.2316613230776096e-05
306,2020-04-12 00:00:00,0.0,0.0,0.0,0.0,4.305175435899013e-06,5.207209753847756e-05
307,2020-04-11 00:00:00,0.0,0.0,0.0,7.652084217308479e-07,1.8450751868138626e-06,2.2316613230776096e-05
308,2020-04-10 00:00:00,0.0,0.0,0.0,1.1478126325962717e-06,3.075125311356438e-06,2.2316613230776096e-05
309,2020-04-09 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,2.46010024908515e-06,2.2316613230776096e-05
310,2020-04-08 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,5.535225560441588e-06,7.4388710769253654e-06
311,2020-04-07 00:00:00,0.0,0.0,0.0,0.0,4.9202004981703e-06,7.4388710769253654e-06
312,2020-04-06 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.230050124542575e-06,7.4388710769253654e-06
313,2020-04-05 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,0.0,7.4388710769253654e-06
314,2020-04-04 00:00:00,0.0,0.0,0.0,0.0,2.46010024908515e-06,1.4877742153850731e-05
315,2020-04-03 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,1.8450751868138626e-06,7.4388710769253654e-06
316,2020-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
317,2020-04-01 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,7.4388710769253654e-06
318,2020-03-31 00:00:00,0.0,0.0,0.0,3.8260421086542396e-07,0.0,7.4388710769253654e-06
319,2020-03-30 00:00:00,0.0,0.0,0.0,0.0,0.0,1.4877742153850731e-05
320,2020-03-29 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,7.4388710769253654e-06
321,2020-03-28 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
322,2020-03-25 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
323,2020-03-24 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4388710769253654e-06
324,2020-03-23 00:00:00,0.0,0.0,3.581947985100529e-07,3.8260421086542396e-07,0.0,0.0
325,2020-03-22 00:00:00,0.0,0.0,3.581947985100529e-07,0.0,6.150250622712875e-07,0.0
326,2020-03-20 00:00:00,0.0,0.0,0.0,0.0,1.8450751868138626e-06,0.0
327,2020-03-16 00:00:00,0.0,0.0,0.0,0.0,6.150250622712875e-07,0.0
